Assignment,AttackType,MaliciousPct,Model,SuccessRate,FailureRate,Latency,MAR,ServiceDenialRate,ServiceDenialCount,Availability,PoolAvailability,HonestAvailability,TPR_gov,FPR_gov,FNR_gov,TNR_gov,Precision_gov,NPV_gov,F1_gov,TPR_sel,FPR_sel,FNR_sel,TNR_sel,Precision_sel,NPV_sel,F1_sel,PMTI,RepSep,SER_mal,EarlyMAR_100,PctGoodSel,PctWarningSel,PctServiceDenial,FailMalicious_Pct,FailHonest_Pct,UndetectedMaliciousRate,TPR,FPR,FNR,TNR,Precision,NPV,F1,FirstHalf_SR,FirstHalf_MAR,SecondHalf_SR,SecondHalf_MAR,SR_Drop,MAR_Drop,MalSelected_Phase1,MalSelected_Phase2,MalSelectRatio,InitialMAR_Phase2,FinalMAR_Phase2,MARImprovement,RunsToDetect,StalenessScore
moderate,always,50,REVS-T-Uniform,89.11651729,10.88348271,211.4028974,94.2,21.9,219,78.1,77.14285714,97.14285714,42.85714286,2.857142857,57.14285714,97.14285714,93.75,62.96296296,58.82352941,100,3.734439834,0,96.26556017,68.23529412,100,81.11888112,2,0.16826639,NaN,62,79.25736236,20.74263764,21.9,68.23529412,31.76470588,57.14285714,42.85714286,2.857142857,57.14285714,97.14285714,93.75,62.96296296,58.82352941,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
moderate,always,50,Threshold,87.09677419,12.90322581,216.3421009,92.7,22.5,225,77.5,80,100,40,0,60,100,100,62.5,57.14285714,100,3.846153846,0,96.15384615,73,100,84.39306358,3.071428571,0.18048201,NaN,80,90.83870968,9.161290323,22.5,73,27,60,40,0,60,100,100,62.5,57.14285714,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
moderate,always,50,Threshold-MaxRep,79.62138085,20.37861915,234.405172,84.6,10.2,102,89.8,80,100,40,0,60,100,100,62.5,57.14285714,100,3.897849462,0,96.10215054,84.15300546,100,91.39465875,2.428571429,0.271972038,NaN,84,79.17594655,20.82405345,10.2,84.15300546,15.84699454,60,40,0,60,100,100,62.5,57.14285714,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
moderate,always,50,Threshold-NoTierSel,86.81462141,13.18537859,216.3959397,92.5,23.4,234,76.6,80,100,40,0,60,100,100,62.5,57.14285714,100,3.762662808,0,96.23733719,74.25742574,100,85.22727273,3.285714286,0.18475046,NaN,75,90.60052219,9.399477807,23.4,74.25742574,25.74257426,60,40,0,60,100,100,62.5,57.14285714,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
moderate,firsthalf,0,Beta,97.0766129,2.923387097,194.6484544,100,0.8,8,99.2,100,100,0,0,0,100,0,100,0,0,2.923387097,0,97.0766129,0,100,0,NaN,NaN,NaN,100,96.57258065,3.427419355,0.8,0,100,NaN,0,0,0,100,0,100,0,96.4,100,96.2,100,0.2,0,0,0,NaN,100,100,0,NaN,NaN
moderate,firsthalf,0,REVS-T,97.07070707,2.929292929,194.6156689,100,1,10,99,100,100,0,0,0,100,0,100,0,0,2.929292929,0,97.07070707,0,100,0,NaN,NaN,NaN,100,97.27272727,2.727272727,1,0,100,NaN,0,0,0,100,0,100,0,96.4,100,95.8,100,0.6,0,0,0,NaN,100,100,0,NaN,NaN
moderate,firsthalf,0,REVS-T-Uniform,97.0766129,2.923387097,194.6484544,100,0.8,8,99.2,97.14285714,97.14285714,0,2.857142857,0,97.14285714,0,100,0,0,2.923387097,0,97.0766129,0,100,0,NaN,NaN,NaN,100,84.5766129,15.4233871,0.8,0,100,NaN,0,2.857142857,0,97.14285714,0,100,0,96.4,100,96.2,100,0.2,0,0,0,NaN,100,100,0,NaN,NaN
moderate,firsthalf,0,Threshold,97.07070707,2.929292929,194.6156689,100,1,10,99,100,100,0,0,0,100,0,100,0,0,2.929292929,0,97.07070707,0,100,0,NaN,NaN,NaN,100,97.27272727,2.727272727,1,0,100,NaN,0,0,0,100,0,100,0,96.4,100,95.8,100,0.6,0,0,0,NaN,100,100,0,NaN,NaN
moderate,firsthalf,0,Threshold-MaxRep,97.0766129,2.923387097,194.6484544,100,0.8,8,99.2,100,100,0,0,0,100,0,100,0,0,2.923387097,0,97.0766129,0,100,0,NaN,NaN,NaN,100,97.0766129,2.923387097,0.8,0,100,NaN,0,0,0,100,0,100,0,96.4,100,96.2,100,0.2,0,0,0,NaN,100,100,0,NaN,NaN
moderate,firsthalf,0,Threshold-NoTierSel,97.04081633,2.959183673,194.5213104,100,2,20,98,97.14285714,97.14285714,0,2.857142857,0,97.14285714,0,100,0,0,2.959183673,0,97.04081633,0,100,0,NaN,NaN,NaN,100,96.12244898,3.87755102,2,0,100,NaN,0,2.857142857,0,97.14285714,0,100,0,96,100,94.2,100,1.8,0,0,0,NaN,100,100,0,NaN,NaN
moderate,firsthalf,10,Beta,97.1659919,2.834008097,194.5498776,99.9,1.2,12,98.8,98.57142857,100,14.28571429,0,85.71428571,100,100,91.30434783,25,100,2.73556231,0,97.26443769,3.571428571,100,6.896551724,1,0.582607202,NaN,100,96.45748988,3.542510121,1.2,3.571428571,96.42857143,85.71428571,14.28571429,0,85.71428571,100,100,91.30434783,25,96.2,100,95.8,99.8,0.4,0.2,0,1,NaN,100,100,0,224,NaN
moderate,firsthalf,10,REVS-T,97.15157681,2.848423194,194.6912593,99.9,1.7,17,98.3,98.57142857,100,14.28571429,0,85.71428571,100,100,91.30434783,25,100,2.749490835,0,97.25050916,3.571428571,100,6.896551724,1,0.338352094,NaN,100,95.42217701,4.577822991,1.7,3.571428571,96.42857143,85.71428571,14.28571429,0,85.71428571,100,100,91.30434783,25,95.6,100,95.4,99.8,0.2,0.2,0,1,NaN,100,100,0,224,NaN
moderate,firsthalf,10,REVS-T-Uniform,97.1659919,2.834008097,194.5498776,99.9,1.2,12,98.8,98.57142857,98.41269841,0,1.587301587,100,98.41269841,0,89.85507246,0,100,2.73556231,0,97.26443769,3.571428571,100,6.896551724,NaN,0.16889872,NaN,100,84.71659919,15.28340081,1.2,3.571428571,96.42857143,100,0,1.587301587,100,98.41269841,0,89.85507246,0,96.2,100,95.8,99.8,0.4,0.2,0,1,NaN,100,100,0,NaN,NaN
moderate,firsthalf,10,Threshold,97.15157681,2.848423194,194.6912593,99.9,1.7,17,98.3,98.57142857,100,14.28571429,0,85.71428571,100,100,91.30434783,25,100,2.749490835,0,97.25050916,3.571428571,100,6.896551724,1,0.321651963,NaN,100,95.42217701,4.577822991,1.7,3.571428571,96.42857143,85.71428571,14.28571429,0,85.71428571,100,100,91.30434783,25,95.6,100,95.4,99.8,0.2,0.2,0,1,NaN,100,100,0,224,NaN
moderate,firsthalf,10,Threshold-MaxRep,97.1659919,2.834008097,194.5498776,99.9,1.2,12,98.8,98.57142857,100,14.28571429,0,85.71428571,100,100,91.30434783,25,100,2.73556231,0,97.26443769,3.571428571,100,6.896551724,1,0.320062979,NaN,100,95.1417004,4.858299595,1.2,3.571428571,96.42857143,85.71428571,14.28571429,0,85.71428571,100,100,91.30434783,25,96.2,100,95.8,99.8,0.4,0.2,0,1,NaN,100,100,0,224,NaN
moderate,firsthalf,10,Threshold-NoTierSel,97.14576962,2.854230377,194.6178648,99.8,1.9,19,98.1,97.14285714,98.41269841,14.28571429,1.587301587,85.71428571,98.41269841,50,91.17647059,22.22222222,50,2.757916241,50,97.24208376,3.571428571,99.89506821,6.666666667,2,0.279356645,NaN,100,94.80122324,5.198776758,1.9,3.571428571,96.42857143,85.71428571,14.28571429,1.587301587,85.71428571,98.41269841,50,91.17647059,22.22222222,95.4,99.8,95.2,99.8,0.2,0,1,1,1,100,100,0,224,46.53333333
moderate,firsthalf,30,Beta,95.77464789,4.225352113,198.4361465,93.7,7.7,77,92.3,95.71428571,100,14.28571429,0,85.71428571,100,100,73.13432836,25,34.92063492,1.976744186,65.07936508,98.02325581,56.41025641,95.36199095,43.1372549,1,0.203292382,NaN,86,95.66630553,4.333694475,7.7,56.41025641,43.58974359,85.71428571,14.28571429,0,85.71428571,100,100,73.13432836,25,89.6,91.6,87.2,95.8,2.4,-4.2,42,21,0.5,94,95,1,244.3333333,41.57777778
moderate,firsthalf,30,REVS-T,97.70904926,2.290950745,195.8036568,97.4,12.7,127,87.3,94.28571429,100,19.04761905,0,80.95238095,100,100,74.24242424,32,15.38461538,1.889020071,84.61538462,98.11097993,20,97.42086753,17.39130435,2,0.260610099,NaN,91,92.89805269,7.101947308,12.7,20,80,80.95238095,19.04761905,0,80.95238095,100,100,74.24242424,32,86,95.6,84.6,99.2,1.4,-3.6,22,4,0.181818182,99,100,1,121.25,19.86363636
moderate,firsthalf,30,REVS-T-Uniform,95.34127844,4.65872156,199.6348375,91.6,7.7,77,92.3,91.42857143,100,28.57142857,0,71.42857143,100,100,76.5625,44.44444444,29.76190476,2.145411204,70.23809524,97.8545888,58.13953488,93.29545455,39.37007874,8.833333333,0.079027476,NaN,81,82.6652221,17.3347779,7.7,58.13953488,41.86046512,71.42857143,28.57142857,0,71.42857143,100,100,76.5625,44.44444444,89.6,88.2,86.4,95,3.2,-6.8,59,25,0.423728814,93,94,1,159.3333333,28.973258
moderate,firsthalf,30,Threshold,97.70904926,2.290950745,195.8036568,97.4,12.7,127,87.3,94.28571429,100,19.04761905,0,80.95238095,100,100,74.24242424,32,15.38461538,1.889020071,84.61538462,98.11097993,20,97.42086753,17.39130435,2,0.248275959,NaN,91,92.89805269,7.101947308,12.7,20,80,80.95238095,19.04761905,0,80.95238095,100,100,74.24242424,32,86,95.6,84.6,99.2,1.4,-3.6,22,4,0.181818182,99,100,1,121.25,19.86363636
moderate,firsthalf,30,Threshold-MaxRep,96.20801733,3.791982665,198.0005174,95.8,7.7,77,92.3,85.71428571,97.95918367,42.85714286,2.040816327,57.14285714,97.95918367,90,80,58.06451613,40.47619048,2.043132804,59.52380952,97.9568672,48.57142857,97.18468468,44.15584416,2.777777778,0.264078278,NaN,91,88.0823402,11.9176598,7.7,48.57142857,51.42857143,57.14285714,42.85714286,2.040816327,57.14285714,97.95918367,90,80,58.06451613,89.6,95,88,96.6,1.6,-1.6,25,17,0.68,98,95,-3,216.1111111,38.14814815
moderate,firsthalf,30,Threshold-NoTierSel,97.57225434,2.427745665,196.4028024,96.7,13.5,135,86.5,97.14285714,100,9.523809524,0,90.47619048,100,100,72.05882353,17.39130435,15.15151515,1.923076923,84.84848485,98.07692308,23.80952381,96.68246445,18.51851852,2,0.223133458,NaN,87,91.90751445,8.092485549,13.5,23.80952381,76.19047619,90.47619048,9.523809524,0,90.47619048,100,100,72.05882353,17.39130435,84.8,94.4,84,99,0.8,-4.6,28,5,0.178571429,98,100,2,90,16.30952381
moderate,firsthalf,50,Beta,83.05084746,16.94915254,224.0267096,58.9,5.6,56,94.4,95.71428571,100,8.571428571,0,91.42857143,100,100,52.23880597,15.78947368,36.49635036,1.876172608,63.50364964,98.12382739,93.75,66.70918367,52.53940455,1.666666667,0.086618988,NaN,45,94.27966102,5.720338983,5.6,93.75,6.25,91.42857143,8.571428571,0,91.42857143,100,100,52.23880597,15.78947368,93.2,47.2,63.6,70.6,29.6,-23.4,264,147,0.556818182,58,78,20,68.5,31.7469697
moderate,firsthalf,50,REVS-T,94.71544715,5.284552846,202.3579093,87.9,26.2,262,73.8,91.42857143,100,17.14285714,0,82.85714286,100,100,54.6875,29.26829268,24.79338843,1.458670989,75.20661157,98.54132901,76.92307692,86.981402,37.5,13.33333333,0.141586592,NaN,66,89.1598916,10.8401084,26.2,76.92307692,23.07692308,82.85714286,17.14285714,0,82.85714286,100,100,54.6875,29.26829268,79,81,60.8,94.8,18.2,-13.8,95,26,0.273684211,86,100,14,72.2,23.52140351
moderate,firsthalf,50,REVS-T-Uniform,88.04469274,11.95530726,214.476415,68.2,10.5,105,89.5,72.85714286,100,54.28571429,0,45.71428571,100,100,68.62745098,70.37037037,31.44654088,1.213171577,68.55345912,98.78682842,93.45794393,72.33502538,47.05882353,14.15789474,0.057521066,NaN,54,78.2122905,21.7877095,10.5,93.45794393,6.542056075,45.71428571,54.28571429,0,45.71428571,100,100,68.62745098,70.37037037,93.2,55.2,64.4,81.2,28.8,-26,224,94,0.419642857,65,98,33,131.0526316,46.46773183
moderate,firsthalf,50,Threshold,91.08781127,8.912188729,207.7477434,84.9,23.7,237,76.3,95.71428571,100,8.571428571,0,91.42857143,100,100,52.23880597,15.78947368,39.07284768,1.470588235,60.92715232,98.52941176,86.76470588,86.76258993,53.88127854,16.33333333,0.137699763,NaN,66,86.63171691,13.36828309,23.7,86.76470588,13.23529412,91.42857143,8.571428571,0,91.42857143,100,100,52.23880597,15.78947368,79,80.8,60,89,19,-8.2,96,55,0.572916667,86,95,9,434,48.88194444
moderate,firsthalf,50,Threshold-MaxRep,85.45647558,14.54352442,219.6291759,73.6,5.8,58,94.2,77.14285714,97.14285714,42.85714286,2.857142857,57.14285714,97.14285714,93.75,62.96296296,58.82352941,48.10606061,1.474926254,51.89393939,98.52507375,92.70072993,82.98136646,63.34164589,8.266666667,0.207431335,NaN,65,71.44373673,28.55626327,5.8,92.70072993,7.299270073,57.14285714,42.85714286,2.857142857,57.14285714,97.14285714,93.75,62.96296296,58.82352941,93.2,72,67.8,75.2,25.4,-3.2,140,124,0.885714286,77,76,-1,102.6,27.7752381
moderate,firsthalf,50,Threshold-NoTierSel,89.21438083,10.78561917,211.6561195,83.1,24.9,249,75.1,95.71428571,100,8.571428571,0,91.42857143,100,100,52.23880597,15.78947368,42.6035503,1.546391753,57.3964497,98.45360825,88.88888889,85.52238806,57.6,18,0.136891026,NaN,62,85.35286285,14.64713715,24.9,88.88888889,11.11111111,91.42857143,8.571428571,0,91.42857143,100,100,52.23880597,15.78947368,77.2,79.8,56.8,86.4,20.4,-6.6,101,68,0.673267327,84,94,10,386,51.22112211
moderate,onoff,0,Beta,96.86868687,3.131313131,192.2321793,100,1,10,99,98.57142857,98.57142857,0,1.428571429,0,98.57142857,0,100,0,0,3.131313131,0,96.86868687,0,100,0,NaN,NaN,NaN,100,96.16161616,3.838383838,1,0,100,NaN,0,1.428571429,0,98.57142857,0,100,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
moderate,onoff,0,REVS-T,96.86552073,3.134479272,192.1211555,100,1.1,11,98.9,100,100,0,0,0,100,0,100,0,0,3.134479272,0,96.86552073,0,100,0,NaN,NaN,NaN,100,96.86552073,3.134479272,1.1,0,100,NaN,0,0,0,100,0,100,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
moderate,onoff,0,REVS-T-Uniform,96.86868687,3.131313131,192.2321793,100,1,10,99,100,100,0,0,0,100,0,100,0,0,3.131313131,0,96.86868687,0,100,0,NaN,NaN,NaN,100,84.24242424,15.75757576,1,0,100,NaN,0,0,0,100,0,100,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
moderate,onoff,0,Threshold,96.86552073,3.134479272,192.1211555,100,1.1,11,98.9,100,100,0,0,0,100,0,100,0,0,3.134479272,0,96.86552073,0,100,0,NaN,NaN,NaN,100,96.86552073,3.134479272,1.1,0,100,NaN,0,0,0,100,0,100,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
moderate,onoff,0,Threshold-MaxRep,96.86868687,3.131313131,192.2321793,100,1,10,99,100,100,0,0,0,100,0,100,0,0,3.131313131,0,96.86868687,0,100,0,NaN,NaN,NaN,100,96.66666667,3.333333333,1,0,100,NaN,0,0,0,100,0,100,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
moderate,onoff,0,Threshold-NoTierSel,96.8495935,3.150406504,191.7910098,100,1.6,16,98.4,98.57142857,98.57142857,0,1.428571429,0,98.57142857,0,100,0,0,3.150406504,0,96.8495935,0,100,0,NaN,NaN,NaN,100,94.61382114,5.386178862,1.6,0,100,NaN,0,1.428571429,0,98.57142857,0,100,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
moderate,onoff,10,Beta,96.95740365,3.042596349,201.1727914,99.9,1.4,14,98.6,97.14285714,98.41269841,14.28571429,1.587301587,85.71428571,98.41269841,50,91.17647059,22.22222222,100,2.944162437,0,97.05583756,3.333333333,100,6.451612903,1,0.582752181,NaN,100,96.04462475,3.955375254,1.4,3.333333333,96.66666667,85.71428571,14.28571429,1.587301587,85.71428571,98.41269841,50,91.17647059,22.22222222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
moderate,onoff,10,REVS-T,96.84317719,3.156822811,201.5528383,99.8,1.8,18,98.2,97.14285714,100,28.57142857,0,71.42857143,100,100,92.64705882,44.44444444,100,2.959183673,0,97.04081633,6.451612903,100,12.12121212,1,0.325840655,NaN,100,94.39918534,5.600814664,1.8,6.451612903,93.5483871,71.42857143,28.57142857,0,71.42857143,100,100,92.64705882,44.44444444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
moderate,onoff,10,REVS-T-Uniform,96.95740365,3.042596349,201.1727914,99.9,1.4,14,98.6,100,100,0,0,100,100,0,90,0,100,2.944162437,0,97.05583756,3.333333333,100,6.451612903,NaN,0.167238328,NaN,100,84.27991886,15.72008114,1.4,3.333333333,96.66666667,100,0,0,100,100,0,90,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
moderate,onoff,10,Threshold,96.84317719,3.156822811,201.5528383,99.8,1.8,18,98.2,97.14285714,100,28.57142857,0,71.42857143,100,100,92.64705882,44.44444444,100,2.959183673,0,97.04081633,6.451612903,100,12.12121212,1,0.311845963,NaN,100,94.39918534,5.600814664,1.8,6.451612903,93.5483871,71.42857143,28.57142857,0,71.42857143,100,100,92.64705882,44.44444444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
moderate,onoff,10,Threshold-MaxRep,96.95740365,3.042596349,201.1727914,99.9,1.4,14,98.6,98.57142857,100,14.28571429,0,85.71428571,100,100,91.30434783,25,100,2.944162437,0,97.05583756,3.333333333,100,6.451612903,1,0.312723592,NaN,100,94.52332657,5.476673428,1.4,3.333333333,96.66666667,85.71428571,14.28571429,0,85.71428571,100,100,91.30434783,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
moderate,onoff,10,Threshold-NoTierSel,96.82702149,3.172978506,201.2242002,99.8,2.3,23,97.7,97.14285714,100,28.57142857,0,71.42857143,100,100,92.64705882,44.44444444,100,2.974358974,0,97.02564103,6.451612903,100,12.12121212,1,0.301300682,NaN,100,94.47287615,5.527123849,2.3,6.451612903,93.5483871,71.42857143,28.57142857,0,71.42857143,100,100,92.64705882,44.44444444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
moderate,onoff,30,Beta,95.04741834,4.952581665,200.8053466,96.4,5.1,51,94.9,82.85714286,97.95918367,52.38095238,2.040816327,47.61904762,97.95918367,91.66666667,82.75862069,66.66666667,58.33333333,2.847754655,41.66666667,97.15224535,44.68085106,98.33702882,50.60240964,1,0.495644317,NaN,93,93.36143309,6.638566913,5.1,44.68085106,55.31914894,47.61904762,52.38095238,2.040816327,47.61904762,97.95918367,91.66666667,82.75862069,66.66666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
moderate,onoff,30,REVS-T,94.66811752,5.331882481,201.7144464,96.6,8.1,81,91.9,84.28571429,100,52.38095238,0,47.61904762,100,100,83.05084746,68.75,67.64705882,2.937853107,32.35294118,97.06214689,46.93877551,98.73563218,55.42168675,2.454545455,0.209841203,NaN,93,94.88574538,5.114254625,8.1,46.93877551,53.06122449,47.61904762,52.38095238,0,47.61904762,100,100,83.05084746,68.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
moderate,onoff,30,REVS-T-Uniform,94.40337909,5.596620908,202.0644606,95.2,5.3,53,94.7,90,100,33.33333333,0,66.66666667,100,100,77.77777778,50,58.33333333,2.780867631,41.66666667,97.21913237,52.83018868,97.76286353,55.44554455,4.285714286,0.157451663,NaN,88,83.63252376,16.36747624,5.3,52.83018868,47.16981132,66.66666667,33.33333333,0,66.66666667,100,100,77.77777778,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
moderate,onoff,30,Threshold,94.66811752,5.331882481,201.7144464,96.6,8.1,81,91.9,88.57142857,100,38.0952381,0,61.9047619,100,100,79.03225806,55.17241379,67.64705882,2.937853107,32.35294118,97.06214689,46.93877551,98.73563218,55.42168675,1,0.197083387,NaN,93,94.88574538,5.114254625,8.1,46.93877551,53.06122449,61.9047619,38.0952381,0,61.9047619,100,100,79.03225806,55.17241379,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
moderate,onoff,30,Threshold-MaxRep,94.7257384,5.274261603,201.7596828,96.1,5.2,52,94.8,87.14285714,100,42.85714286,0,57.14285714,100,100,80.32786885,60,61.53846154,2.860286029,38.46153846,97.13971397,48,98.32962138,53.93258427,1.444444444,0.268787121,NaN,94,91.98312236,8.016877637,5.2,48,52,57.14285714,42.85714286,0,57.14285714,100,100,80.32786885,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
moderate,onoff,30,Threshold-NoTierSel,94.06593407,5.934065934,202.9372595,95.2,9,90,91,85.71428571,100,47.61904762,0,52.38095238,100,100,81.66666667,64.51612903,60.41666667,2.900232019,39.58333333,97.09976798,53.7037037,97.78037383,56.8627451,3,0.206773885,NaN,89,93.07692308,6.923076923,9,53.7037037,46.2962963,52.38095238,47.61904762,0,52.38095238,100,100,81.66666667,64.51612903,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
moderate,onoff,50,Beta,84.31372549,15.68627451,219.3453259,75.6,8.2,82,91.8,71.42857143,100,57.14285714,0,42.85714286,100,100,70,72.72727273,53.27868852,2.077151335,46.72131148,97.92284866,90.27777778,85.27131783,67.01030928,1,0.46544113,NaN,72,71.56862745,28.43137255,8.2,90.27777778,9.722222222,42.85714286,57.14285714,0,42.85714286,100,100,70,72.72727273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
moderate,onoff,50,REVS-T,90.25787966,9.742120344,209.036059,90.9,30.2,302,69.8,71.42857143,100,57.14285714,0,42.85714286,100,100,70,72.72727273,61.53846154,1.97693575,38.46153846,98.02306425,82.35294118,94.44444444,70.44025157,2.3,0.133634716,NaN,74,89.68481375,10.31518625,30.2,82.35294118,17.64705882,42.85714286,57.14285714,0,42.85714286,100,100,70,72.72727273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
moderate,onoff,50,REVS-T-Uniform,85.03562945,14.96437055,215.3911495,79.8,15.8,158,84.2,71.42857143,100,57.14285714,0,42.85714286,100,100,70,72.72727273,55.44554455,2.1875,44.55445545,97.8125,88.88888889,87.4301676,68.29268293,4.75,0.150469178,NaN,58,68.40855107,31.59144893,15.8,88.88888889,11.11111111,42.85714286,57.14285714,0,42.85714286,100,100,70,72.72727273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
moderate,onoff,50,Threshold,88.9818689,11.0181311,211.7482863,88.6,28.3,283,71.7,74.28571429,100,51.42857143,0,48.57142857,100,100,67.30769231,67.9245283,58.77192982,1.990049751,41.22807018,98.00995025,84.81012658,92.63322884,69.43005181,2.555555556,0.108758673,NaN,74,89.67921897,10.32078103,28.3,84.81012658,15.18987342,48.57142857,51.42857143,0,48.57142857,100,100,67.30769231,67.9245283,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
moderate,onoff,50,Threshold-MaxRep,82.78867102,17.21132898,221.5850964,72.9,8.2,82,91.8,74.28571429,97.14285714,48.57142857,2.857142857,51.42857143,97.14285714,94.44444444,65.38461538,64.1509434,52.76752768,2.318392581,47.23247232,97.68160742,90.50632911,83.15789474,66.66666667,1.588235294,0.209635352,NaN,69,71.45969499,28.54030501,8.2,90.50632911,9.493670886,51.42857143,48.57142857,2.857142857,51.42857143,97.14285714,94.44444444,65.38461538,64.1509434,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
moderate,onoff,50,Threshold-NoTierSel,88.77980365,11.22019635,212.2446588,88.1,28.7,287,71.3,75.71428571,100,48.57142857,0,51.42857143,100,100,66.03773585,65.38461538,57.98319328,1.851851852,42.01680672,98.14814815,86.25,92.10110585,69.34673367,1.705882353,0.116645469,NaN,76,88.77980365,11.22019635,28.7,86.25,13.75,51.42857143,48.57142857,0,51.42857143,100,100,66.03773585,65.38461538,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,0,Beta,96.8875502,3.112449799,197.4033986,100,0.4,4,99.6,98.57142857,98.57142857,0,1.428571429,0,98.57142857,0,100,0,0,3.112449799,0,96.8875502,0,100,0,NaN,NaN,NaN,100,96.08433735,3.915662651,0.4,0,100,NaN,0,1.428571429,0,98.57142857,0,100,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,0,REVS-T,96.8875502,3.112449799,197.4033986,100,0.4,4,99.6,100,100,0,0,0,100,0,100,0,0,3.112449799,0,96.8875502,0,100,0,NaN,NaN,NaN,100,100,0,0.4,0,100,NaN,0,0,0,100,0,100,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,0,REVS-T-Uniform,96.8875502,3.112449799,197.4033986,100,0.4,4,99.6,100,100,0,0,0,100,0,100,0,0,3.112449799,0,96.8875502,0,100,0,NaN,NaN,NaN,100,84.73895582,15.26104418,0.4,0,100,NaN,0,0,0,100,0,100,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,0,Threshold,96.8875502,3.112449799,197.4033986,100,0.4,4,99.6,100,100,0,0,0,100,0,100,0,0,3.112449799,0,96.8875502,0,100,0,NaN,NaN,NaN,100,100,0,0.4,0,100,NaN,0,0,0,100,0,100,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,0,Threshold-MaxRep,96.8875502,3.112449799,197.4033986,100,0.4,4,99.6,100,100,0,0,0,100,0,100,0,0,3.112449799,0,96.8875502,0,100,0,NaN,NaN,NaN,100,100,0,0.4,0,100,NaN,0,0,0,100,0,100,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
