Assignment,AttackType,MaliciousPct,Model,Seed,SuccessRate,FailureRate,Latency,MAR,ServiceDenialRate,ServiceDenialCount,Availability,PoolAvailability,HonestAvailability,TPR_gov,FPR_gov,FNR_gov,TNR_gov,Precision_gov,NPV_gov,F1_gov,TPR_exp,MalExposureRate,NumMalExposed,NumMalBlacklistedExposed,TPR_sel,FPR_sel,FNR_sel,TNR_sel,Precision_sel,NPV_sel,F1_sel,PMTI,RepSep,RepSep_provider,SER_mal,EarlyMAR_100,PctGoodSel,PctWarningSel,PctServiceDenial,FailMalicious_Pct,FailHonest_Pct,UndetectedMaliciousRate,TPR,FPR,FNR,TNR,Precision,NPV,F1,FirstHalf_SR,FirstHalf_MAR,SecondHalf_SR,SecondHalf_MAR,SR_Drop,MAR_Drop,MalSelected_Phase1,MalSelected_Phase2,MalSelectRatio,InitialMAR_Phase2,FinalMAR_Phase2,MARImprovement,RunsToDetect,StalenessScore
moderate,firsthalf,10,RUST-NoDH,2,96.41025641,3.58974359,191.9726936,99.5,2.5,25,97.5,95.71428571,98.41269841,28.57142857,1.587301587,71.42857143,98.41269841,66.66666667,92.53731343,40,28.57142857,100,7,2,40,3.402061856,60,96.59793814,5.714285714,99.68085106,10,1,0.240201441,0.166623865,NaN,100,97.23076923,2.769230769,2.5,5.714285714,94.28571429,71.42857143,28.57142857,1.587301587,71.42857143,98.41269841,66.66666667,92.53731343,40,94.4,99.4,93.6,99.6,0.8,-0.2,3,2,0.666666667,100,100,0,218,40.17777778
moderate,firsthalf,10,RUST-NoDH,3,96.61190965,3.388090349,199.3258812,99.6,2.6,26,97.4,95.71428571,98.41269841,28.57142857,1.587301587,71.42857143,98.41269841,66.66666667,92.53731343,40,28.57142857,100,7,2,75,3.092783505,25,96.90721649,9.090909091,99.89373007,16.21621622,1.5,0.253342179,0.189797952,NaN,100,96.40657084,3.593429158,2.6,9.090909091,90.90909091,71.42857143,28.57142857,1.587301587,71.42857143,98.41269841,66.66666667,92.53731343,40,93.4,99.8,94.8,99.4,-1.4,0.4,1,3,3,98,99,1,268.5,67.33333333
moderate,firsthalf,10,RUST-NoDH,4,97.06180344,2.938196555,199.9435683,99.7,1.3,13,98.7,97.14285714,98.41269841,14.28571429,1.587301587,85.71428571,98.41269841,50,91.17647059,22.22222222,14.28571429,100,7,1,66.66666667,2.743902439,33.33333333,97.25609756,6.896551724,99.89561587,12.5,1,0.201845958,0.189267533,NaN,100,96.14994934,3.850050659,1.3,6.896551724,93.10344828,85.71428571,14.28571429,1.587301587,85.71428571,98.41269841,50,91.17647059,22.22222222,96.2,99.8,95.4,99.6,0.8,0.2,1,2,2,99,100,1,205,61.33333333
moderate,firsthalf,10,RUST-NoDH,5,97.25330621,2.746693795,193.1803306,99.9,1.7,17,98.3,100,100,0,0,100,100,0,90,0,0,100,7,0,0,2.749490835,100,97.25050916,0,99.89539749,0,NaN,0.179209789,0.177665557,NaN,100,97.25330621,2.746693795,1.7,0,100,100,0,0,100,100,0,90,0,95.6,99.8,95.6,100,0,-0.2,1,0,0,100,100,0,NaN,3.466666667
moderate,firsthalf,10,RUST-NoDH,6,97.31404959,2.685950413,200.1716998,99.7,3.2,32,96.8,97.14285714,96.82539683,0,3.174603175,100,96.82539683,0,89.70588235,0,0,100,7,0,0,2.694300518,100,97.30569948,0,99.68152866,0,NaN,0.177150739,0.146262723,NaN,99,97.31404959,2.685950413,3.2,0,100,100,0,3.174603175,100,96.82539683,0,89.70588235,0,92.8,99.4,95.6,100,-2.8,-0.6,3,0,0,100,100,0,NaN,3.466666667
moderate,firsthalf,10,RUST-NoDH,7,96.89119171,3.10880829,199.6463422,99.3,3.5,35,96.5,100,100,0,0,100,100,0,90,0,0,100,7,0,14.28571429,3.027139875,85.71428571,96.97286013,3.333333333,99.35828877,5.405405405,NaN,0.190741674,0.139420679,NaN,98,97.20207254,2.797927461,3.5,3.333333333,96.66666667,100,0,0,100,100,0,90,0,93.6,98.8,93.4,99.8,0.2,-1,6,1,0.166666667,100,99,-1,NaN,5.577777778
moderate,firsthalf,10,RUST-NoDH,8,97.03172979,2.968270215,197.8831853,100,2.3,23,97.7,95.71428571,95.23809524,0,4.761904762,100,95.23809524,0,89.55223881,0,0,100,7,0,0,2.968270215,0,97.03172979,0,100,0,NaN,NaN,0.1755526,NaN,100,97.54350051,2.456499488,2.3,0,100,100,0,4.761904762,100,95.23809524,0,89.55223881,0,94.8,100,94.8,100,0,0,0,0,NaN,100,100,0,NaN,NaN
moderate,firsthalf,10,RUST-NoDH,9,97.13408393,2.86591607,195.3454002,99.8,2.3,23,97.7,98.57142857,100,14.28571429,0,85.71428571,100,100,91.30434783,25,14.28571429,100,7,1,50,2.769230769,50,97.23076923,3.571428571,99.89462592,6.666666667,1,0.249909347,0.172718504,NaN,100,97.95291709,2.047082907,2.3,3.571428571,96.42857143,85.71428571,14.28571429,0,85.71428571,100,100,91.30434783,25,94,99.8,95.8,99.8,-1.8,0,1,1,1,99,100,1,53,24.4
moderate,firsthalf,10,RUST-NoDH,10,96.59793814,3.402061856,198.2616451,99.8,3,30,97,97.14285714,100,28.57142857,0,71.42857143,100,100,92.64705882,44.44444444,28.57142857,100,7,2,100,3.202479339,0,96.79752066,6.060606061,100,11.42857143,1,0.318469702,0.195304315,NaN,100,98.1443299,1.855670103,3,6.060606061,93.93939394,71.42857143,28.57142857,0,71.42857143,100,100,92.64705882,44.44444444,92.8,100,94.6,99.6,-1.8,0.4,0,2,NaN,99,100,1,147,NaN
moderate,firsthalf,10,RUST-NoRec,1,96.53767821,3.462321792,195.1854973,100,1.8,18,98.2,98.57142857,98.41269841,0,1.587301587,100,98.41269841,0,89.85507246,0,0,100,7,0,0,3.462321792,0,96.53767821,0,100,0,NaN,NaN,0.143085618,NaN,100,91.95519348,8.044806517,1.8,0,100,100,0,1.587301587,100,98.41269841,0,89.85507246,0,94,100,95.6,100,-1.6,0,0,0,NaN,100,100,0,NaN,NaN
moderate,firsthalf,10,RUST-NoRec,2,96.41025641,3.58974359,191.9726936,99.4,2.5,25,97.5,95.71428571,98.41269841,28.57142857,1.587301587,71.42857143,98.41269841,66.66666667,92.53731343,40,28.57142857,100,7,2,33.33333333,3.405572755,66.66666667,96.59442724,5.714285714,99.57446809,9.756097561,1.5,0.26816161,0.162011842,NaN,100,92,8,2.5,5.714285714,94.28571429,71.42857143,28.57142857,1.587301587,71.42857143,98.41269841,66.66666667,92.53731343,40,94.4,99.2,93.6,99.6,0.8,-0.4,4,2,0.5,100,100,0,218,37.4
moderate,firsthalf,10,RUST-NoRec,3,96.60842754,3.391572456,199.6071412,99.4,2.7,27,97.3,95.71428571,98.41269841,28.57142857,1.587301587,71.42857143,98.41269841,66.66666667,92.53731343,40,28.57142857,100,7,2,50,3.10237849,50,96.89762151,9.090909091,99.68085106,15.38461538,1.5,0.26218185,0.166902432,NaN,100,89.10585817,10.89414183,2.7,9.090909091,90.90909091,71.42857143,28.57142857,1.587301587,71.42857143,98.41269841,66.66666667,92.53731343,40,93.4,99.4,94.6,99.4,-1.2,0,3,3,1,98,100,2,116,33.46666667
moderate,firsthalf,10,RUST-NoRec,4,97.16312057,2.836879433,199.7770061,99.6,1.3,13,98.7,97.14285714,98.41269841,14.28571429,1.587301587,85.71428571,98.41269841,50,91.17647059,22.22222222,14.28571429,100,7,1,25,2.746693795,75,97.25330621,3.571428571,99.68717414,6.25,2,0.221011659,0.161912779,NaN,100,90.67882472,9.321175279,1.3,3.571428571,96.42857143,85.71428571,14.28571429,1.587301587,85.71428571,98.41269841,50,91.17647059,22.22222222,96.2,99.4,95.6,99.8,0.6,-0.4,3,1,0.333333333,100,100,0,205,32.88888889
moderate,firsthalf,10,RUST-NoRec,5,97.25330621,2.746693795,193.1803306,99.9,1.7,17,98.3,100,100,0,0,100,100,0,90,0,0,100,7,0,0,2.749490835,100,97.25050916,0,99.89539749,0,NaN,0.239852011,0.145409881,NaN,100,89.21668362,10.78331638,1.7,0,100,100,0,0,100,100,0,90,0,95.6,99.8,95.6,100,0,-0.2,1,0,0,100,100,0,NaN,3.466666667
moderate,firsthalf,10,RUST-NoRec,6,97.2107438,2.789256198,200.4845912,99.4,3.2,32,96.8,95.71428571,98.41269841,28.57142857,1.587301587,71.42857143,98.41269841,66.66666667,92.53731343,40,28.57142857,100,7,2,33.33333333,2.598752599,66.66666667,97.4012474,7.407407407,99.5749203,12.12121212,2,0.264487134,0.169186193,NaN,99,89.15289256,10.84710744,3.2,7.407407407,92.59259259,71.42857143,28.57142857,1.587301587,71.42857143,98.41269841,66.66666667,92.53731343,40,92.8,99.2,95.4,99.6,-2.6,-0.4,4,2,0.5,100,100,0,144.5,27.6
moderate,firsthalf,10,RUST-NoRec,7,96.89119171,3.10880829,199.6463422,99.3,3.5,35,96.5,98.57142857,100,14.28571429,0,85.71428571,100,100,91.30434783,25,14.28571429,100,7,1,14.28571429,3.027139875,85.71428571,96.97286013,3.333333333,99.35828877,5.405405405,3,0.254901109,0.146285417,NaN,98,92.43523316,7.564766839,3.5,3.333333333,96.66666667,85.71428571,14.28571429,0,85.71428571,100,100,91.30434783,25,93.6,98.8,93.4,99.8,0.2,-1,6,1,0.166666667,100,99,-1,418,35.44444444
moderate,firsthalf,10,RUST-NoRec,8,97.03172979,2.968270215,197.8831853,100,2.3,23,97.7,95.71428571,95.23809524,0,4.761904762,100,95.23809524,0,89.55223881,0,0,100,7,0,0,2.968270215,0,97.03172979,0,100,0,NaN,NaN,0.133119174,NaN,100,89.04810645,10.95189355,2.3,0,100,100,0,4.761904762,100,95.23809524,0,89.55223881,0,94.8,100,94.8,100,0,0,0,0,NaN,100,100,0,NaN,NaN
moderate,firsthalf,10,RUST-NoRec,9,97.13408393,2.86591607,195.3454002,99.8,2.3,23,97.7,98.57142857,100,14.28571429,0,85.71428571,100,100,91.30434783,25,14.28571429,100,7,1,50,2.769230769,50,97.23076923,3.571428571,99.89462592,6.666666667,1,0.274459829,0.154735278,NaN,100,89.35516888,10.64483112,2.3,3.571428571,96.42857143,85.71428571,14.28571429,0,85.71428571,100,100,91.30434783,25,94,99.8,95.8,99.8,-1.8,0,1,1,1,99,100,1,53,24.4
moderate,firsthalf,10,RUST-NoRec,10,96.59793814,3.402061856,198.2616451,99.8,3,30,97,97.14285714,100,28.57142857,0,71.42857143,100,100,92.64705882,44.44444444,28.57142857,100,7,2,100,3.202479339,0,96.79752066,6.060606061,100,11.42857143,1,0.309923546,0.155587336,NaN,100,89.58762887,10.41237113,3,6.060606061,93.93939394,71.42857143,28.57142857,0,71.42857143,100,100,92.64705882,44.44444444,92.8,100,94.6,99.6,-1.8,0.4,0,2,NaN,99,100,1,147,NaN
moderate,firsthalf,10,RUST-NoTier,1,96.51639344,3.483606557,195.3102966,99.8,2.4,24,97.6,97.14285714,96.82539683,0,3.174603175,100,96.82539683,0,89.70588235,0,0,100,7,0,0,3.490759754,100,96.50924025,0,99.78768577,0,NaN,0.162104324,0.15805326,NaN,99,83.91393443,16.08606557,2.4,0,100,100,0,3.174603175,100,96.82539683,0,89.70588235,0,93.8,99.6,94.6,100,-0.8,-0.4,2,0,0,100,100,0,NaN,3.466666667
moderate,firsthalf,10,RUST-NoTier,2,96.48033126,3.519668737,191.8835601,99.3,3.4,34,96.6,97.14285714,100,28.57142857,0,71.42857143,100,100,92.64705882,44.44444444,28.57142857,100,7,2,28.57142857,3.336809176,71.42857143,96.66319082,5.882352941,99.46351931,9.756097561,1.5,0.276283864,0.183960542,NaN,100,88.92339545,11.07660455,3.4,5.882352941,94.11764706,71.42857143,28.57142857,0,71.42857143,100,100,92.64705882,44.44444444,93.4,99,93,99.6,0.4,-0.6,5,2,0.4,100,100,0,218,35.73333333
moderate,firsthalf,10,RUST-NoTier,3,96.43979058,3.560209424,199.4193347,99.2,4.5,45,95.5,92.85714286,98.41269841,57.14285714,1.587301587,42.85714286,98.41269841,80,95.38461538,66.66666667,57.14285714,100,7,4,62.5,3.062302006,37.5,96.93769799,14.70588235,99.6742671,23.80952381,1.75,0.269445273,0.191946045,NaN,99,84.92146597,15.07853403,4.5,14.70588235,85.29411765,42.85714286,57.14285714,1.587301587,42.85714286,98.41269841,80,95.38461538,66.66666667,92.4,99.4,91.8,99,0.6,0.4,3,5,1.666666667,98,99,1,206.25,55.94444444
moderate,firsthalf,10,RUST-NoTier,4,97.08636837,2.913631634,198.2972763,99.4,3.9,39,96.1,97.14285714,98.41269841,14.28571429,1.587301587,85.71428571,98.41269841,50,91.17647059,22.22222222,14.28571429,100,7,1,33.33333333,2.722513089,66.66666667,97.27748691,7.142857143,99.57127546,11.76470588,2,0.240587718,0.18125155,NaN,100,86.6805411,13.3194589,3.9,7.142857143,92.85714286,85.71428571,14.28571429,1.587301587,85.71428571,98.41269841,50,91.17647059,22.22222222,93.8,99.2,92.8,99.6,1,-0.4,4,2,0.5,100,98,-2,447,40.33333333
moderate,firsthalf,10,RUST-NoTier,5,96.80412371,3.195876289,194.2902531,99.3,3,30,97,97.14285714,100,28.57142857,0,71.42857143,100,100,92.64705882,44.44444444,28.57142857,100,7,2,57.14285714,2.803738318,42.85714286,97.19626168,12.90322581,99.68051118,21.05263158,1.5,0.252221622,0.186667702,NaN,100,83.29896907,16.70103093,3,12.90322581,87.09677419,71.42857143,28.57142857,0,71.42857143,100,100,92.64705882,44.44444444,94.8,99.4,93,99.2,1.8,0.2,3,4,1.333333333,99,99,0,183.5,46.68888889
moderate,firsthalf,10,RUST-NoTier,6,97.19042664,2.809573361,200.2731827,99.4,3.9,39,96.1,97.14285714,98.41269841,14.28571429,1.587301587,85.71428571,98.41269841,50,91.17647059,22.22222222,14.28571429,100,7,1,16.66666667,2.722513089,83.33333333,97.27748691,3.703703704,99.46466809,6.060606061,2,0.251298221,0.173132156,NaN,99,80.64516129,19.35483871,3.9,3.703703704,96.2962963,85.71428571,14.28571429,1.587301587,85.71428571,98.41269841,50,91.17647059,22.22222222,92.2,99,94.6,99.8,-2.4,-0.8,5,1,0.2,100,100,0,186,28.13333333
moderate,firsthalf,10,RUST-NoTier,7,96.85534591,3.144654088,199.5271511,99.1,4.6,46,95.4,98.57142857,100,14.28571429,0,85.71428571,100,100,91.30434783,25,14.28571429,100,7,1,11.11111111,3.068783069,88.88888889,96.93121693,3.333333333,99.13419913,5.128205128,1,0.265016837,0.182250575,NaN,97,88.88888889,11.11111111,4.6,3.333333333,96.66666667,85.71428571,14.28571429,0,85.71428571,100,100,91.30434783,25,92.8,98.4,92,99.8,0.8,-1.4,8,1,0.125,99,100,1,93,15.15
moderate,firsthalf,10,RUST-NoTier,8,97.09241952,2.907580478,198.2031841,99.6,3.7,37,96.3,97.14285714,98.41269841,14.28571429,1.587301587,85.71428571,98.41269841,50,91.17647059,22.22222222,14.28571429,100,7,1,25,2.815432742,75,97.18456726,3.571428571,99.67914439,6.25,2,0.241279162,0.154063616,NaN,100,80.0623053,19.9376947,3.7,3.571428571,96.42857143,85.71428571,14.28571429,1.587301587,85.71428571,98.41269841,50,91.17647059,22.22222222,93.8,99.4,93.2,99.8,0.6,-0.4,3,1,0.333333333,100,99,-1,439,38.22222222
moderate,firsthalf,10,RUST-NoTier,9,97.11637487,2.883625129,195.8101496,99.6,2.9,29,97.1,98.57142857,100,14.28571429,0,85.71428571,100,100,91.30434783,25,14.28571429,100,7,1,25,2.792140641,75,97.20785936,3.571428571,99.68186638,6.25,1,0.254472381,0.165164373,NaN,100,81.66838311,18.33161689,2.9,3.571428571,96.42857143,85.71428571,14.28571429,0,85.71428571,100,100,91.30434783,25,93.6,99.4,95,99.8,-1.4,-0.4,3,1,0.333333333,99,100,1,53,13.28888889
moderate,firsthalf,10,RUST-NoTier,10,96.66319082,3.336809176,197.8867408,99.2,4.1,41,95.9,98.57142857,100,14.28571429,0,85.71428571,100,100,91.30434783,25,14.28571429,100,7,1,12.5,3.259726604,87.5,96.7402734,3.125,99.24487594,5,2,0.25453379,0.165787175,NaN,96,82.89885297,17.10114703,4.1,3.125,96.875,85.71428571,14.28571429,0,85.71428571,100,100,91.30434783,25,92.2,98.6,93.2,99.8,-1,-1.2,7,1,0.142857143,100,100,0,325,35.71428571
moderate,firsthalf,10,RUST-Uniform,1,96.33774161,3.662258393,195.4976319,99.5,1.7,17,98.3,97.14285714,98.41269841,14.28571429,1.587301587,85.71428571,98.41269841,50,91.17647059,22.22222222,14.28571429,100,7,1,40,3.476482618,60,96.52351738,5.555555556,99.68321014,9.756097561,5,0.026759594,0.007382145,NaN,99,38.65717192,61.34282808,1.7,5.555555556,94.44444444,85.71428571,14.28571429,1.587301587,85.71428571,98.41269841,50,91.17647059,22.22222222,94.2,99.4,95.2,99.6,-1,-0.2,3,2,0.666666667,99,100,1,260,45.11111111
moderate,firsthalf,10,RUST-Uniform,2,96.20901639,3.790983607,192.1710369,98.7,2.4,24,97.6,98.57142857,98.41269841,0,1.587301587,100,98.41269841,0,89.85507246,0,0,100,7,0,30.76923077,3.426791277,69.23076923,96.57320872,10.81081081,99.04153355,16,NaN,0.018018347,0.027748914,NaN,98,38.93442623,61.06557377,2.4,10.81081081,89.18918919,100,0,1.587301587,100,98.41269841,0,89.85507246,0,94.6,98.2,93.2,99.2,1.4,-1,9,4,0.444444444,99,100,1,NaN,11.54074074
moderate,firsthalf,10,RUST-Uniform,3,96.08650875,3.913491246,200.1018782,98.7,2.9,29,97.1,95.71428571,98.41269841,28.57142857,1.587301587,71.42857143,98.41269841,66.66666667,92.53731343,40,28.57142857,100,7,2,61.53846154,3.131524008,38.46153846,96.86847599,21.05263158,99.46409432,31.37254902,3,0.041816724,0.044220885,NaN,100,34.39752832,65.60247168,2.9,21.05263158,78.94736842,71.42857143,28.57142857,1.587301587,71.42857143,98.41269841,66.66666667,92.53731343,40,93.4,99,93.2,98.4,0.2,0.6,5,8,1.6,97,99,2,300,61.33333333
moderate,firsthalf,10,RUST-Uniform,4,97.06477733,2.935222672,200.0435211,99.2,1.2,12,98.8,95.71428571,95.23809524,0,4.761904762,100,95.23809524,0,89.55223881,0,0,100,7,0,25,2.755102041,75,97.24489796,6.896551724,99.37434828,10.81081081,NaN,0.015399084,0.015970282,NaN,100,37.55060729,62.44939271,1.2,6.896551724,93.10344828,100,0,4.761904762,100,95.23809524,0,89.55223881,0,96.2,98.8,95.6,99.6,0.6,-0.8,6,2,0.333333333,100,100,0,NaN,9.022222222
moderate,firsthalf,10,RUST-Uniform,5,97.04984741,2.950152594,193.5539754,99.3,1.7,17,98.3,100,100,0,0,100,100,0,90,0,0,100,7,0,28.57142857,2.766393443,71.42857143,97.23360656,6.896551724,99.47589099,11.11111111,NaN,0.024384779,0.020682979,NaN,99,37.53814852,62.46185148,1.7,6.896551724,93.10344828,100,0,0,100,100,0,90,0,95.6,99,95.2,99.6,0.4,-0.6,5,2,0.4,99,100,1,NaN,10.8
moderate,firsthalf,10,RUST-Uniform,6,97.21936148,2.780638517,200.690832,98.9,2.9,29,97.1,98.57142857,100,14.28571429,0,85.71428571,100,100,91.30434783,25,14.28571429,100,7,1,18.18181818,2.604166667,81.81818182,97.39583333,7.407407407,99.04661017,10.52631579,5,0.013174012,0.015216178,NaN,98,33.88259526,66.11740474,2.9,7.407407407,92.59259259,85.71428571,14.28571429,0,85.71428571,100,100,91.30434783,25,93,98.2,95.8,99.6,-2.8,-1.4,9,2,0.222222222,100,100,0,186,28.5037037
moderate,firsthalf,10,RUST-Uniform,7,96.47668394,3.523316062,200.3334604,98.1,3.5,35,96.5,97.14285714,100,28.57142857,0,71.42857143,100,100,92.64705882,44.44444444,28.57142857,100,7,2,26.31578947,3.065539112,73.68421053,96.93446089,14.70588235,98.4962406,18.86792453,3.5,0.018383496,0.026010233,NaN,95,36.26943005,63.73056995,3.5,14.70588235,85.29411765,71.42857143,28.57142857,0,71.42857143,100,100,92.64705882,44.44444444,93.6,97.2,92.6,99,1,-1.8,14,5,0.357142857,98,99,1,256,39.95238095
moderate,firsthalf,10,RUST-Uniform,8,96.84638861,3.153611394,198.5079419,99.4,1.7,17,98.3,100,100,0,0,100,100,0,90,0,0,100,7,0,33.33333333,2.968270215,66.66666667,97.03172979,6.451612903,99.57983193,10.81081081,NaN,0.026556205,0.016617216,NaN,100,36.01220753,63.98779247,1.7,6.451612903,93.5483871,100,0,0,100,100,0,90,0,95.4,99.2,95,99.6,0.4,-0.4,4,2,0.5,99,99,0,NaN,11.8
moderate,firsthalf,10,RUST-Uniform,9,96.92937564,3.07062436,195.8483354,99.4,2.3,23,97.7,97.14285714,98.41269841,14.28571429,1.587301587,85.71428571,98.41269841,50,91.17647059,22.22222222,14.28571429,100,7,1,50,2.780638517,50,97.21936148,10,99.68321014,16.66666667,2,0.041284733,0.012196154,NaN,100,32.85568066,67.14431934,2.3,10,90,85.71428571,14.28571429,1.587301587,85.71428571,98.41269841,50,91.17647059,22.22222222,94,99.4,95.4,99.4,-1.4,0,3,3,1,99,100,1,281,50.66666667
moderate,firsthalf,10,RUST-Uniform,10,95.87628866,4.12371134,199.6976208,98.2,3,30,97,95.71428571,100,42.85714286,0,57.14285714,100,100,94.02985075,60,42.85714286,100,7,3,50,3.256302521,50,96.74369748,22.5,99.03225806,31.03448276,4,0.037165893,0.034959327,NaN,96,32.68041237,67.31958763,3,22.5,77.5,57.14285714,42.85714286,0,57.14285714,100,100,94.02985075,60,92.8,98.2,93.2,98.2,-0.4,0,9,9,1,97,100,3,206.3333333,46.17777778
moderate,firsthalf,10,ScalarRep-CumReward,1,96.53767821,3.462321792,195.1854973,100,1.8,18,98.2,100,100,0,0,100,100,0,90,0,0,100,7,0,0,3.462321792,0,96.53767821,0,100,0,NaN,NaN,4.963867563,NaN,100,92.26069246,7.739307536,1.8,0,100,100,0,0,100,100,0,90,0,94,100,95.6,100,-1.6,0,0,0,NaN,100,100,0,NaN,NaN
moderate,firsthalf,10,ScalarRep-CumReward,2,96.41393443,3.586065574,191.9228892,99.4,2.4,24,97.6,100,100,0,0,100,100,0,90,0,0,100,7,0,33.33333333,3.402061856,66.66666667,96.59793814,5.714285714,99.5749203,9.756097561,NaN,18.06749264,8.800476117,NaN,99,92.5204918,7.479508197,2.4,5.714285714,94.28571429,100,0,0,100,100,0,90,0,94.6,99.2,93.6,99.6,1,-0.4,4,2,0.5,100,100,0,NaN,11.8
moderate,firsthalf,10,ScalarRep-CumReward,3,96.61190965,3.388090349,199.3258812,99.4,2.6,26,97.4,100,100,0,0,100,100,0,90,0,0,100,7,0,50,3.099173554,50,96.90082645,9.090909091,99.68119022,15.38461538,NaN,11.0516054,4.505079259,NaN,98,91.68377823,8.316221766,2.6,9.090909091,90.90909091,100,0,0,100,100,0,90,0,93.4,99.4,94.8,99.4,-1.4,0,3,3,1,98,99,1,NaN,20.8
moderate,firsthalf,10,ScalarRep-CumReward,4,97.06477733,2.935222672,199.9181463,99.5,1.2,12,98.8,100,100,0,0,100,100,0,90,0,0,100,7,0,40,2.746693795,60,97.25330621,6.896551724,99.68717414,11.76470588,NaN,9.842965301,4.667240499,NaN,98,91.19433198,8.805668016,1.2,6.896551724,93.10344828,100,0,0,100,100,0,90,0,96.2,99.4,95.6,99.6,0.6,-0.2,3,2,0.666666667,99,100,1,NaN,15.24444444
moderate,firsthalf,10,ScalarRep-CumReward,5,97.25330621,2.746693795,193.1803306,99.9,1.7,17,98.3,100,100,0,0,100,100,0,90,0,0,100,7,0,0,2.749490835,100,97.25050916,0,99.89539749,0,NaN,10.65895528,5.248546369,NaN,100,91.65818922,8.341810783,1.7,0,100,100,0,0,100,100,0,90,0,95.6,99.8,95.6,100,0,-0.2,1,0,0,100,100,0,NaN,3.466666667
moderate,firsthalf,10,ScalarRep-CumReward,6,97.32234809,2.677651905,200.3789074,99.9,2.9,29,97.1,100,100,0,0,100,100,0,90,0,0,100,7,0,0,2.680412371,100,97.31958763,0,99.89417989,0,NaN,13.80219017,6.633993794,NaN,100,91.45211123,8.547888774,2.9,0,100,100,0,0,100,100,0,90,0,93,99.8,96,100,-3,-0.2,1,0,0,100,100,0,NaN,3.466666667
moderate,firsthalf,10,ScalarRep-CumReward,7,96.89119171,3.10880829,199.6463422,99.6,3.5,35,96.5,100,100,0,0,100,100,0,90,0,0,100,7,0,25,3.017689906,75,96.98231009,3.333333333,99.67914439,5.882352941,NaN,33.68991403,8.339498146,NaN,100,92.22797927,7.772020725,3.5,3.333333333,96.66666667,100,0,0,100,100,0,90,0,93.6,99.4,93.4,99.8,0.2,-0.4,3,1,0.333333333,100,99,-1,NaN,8.355555556
moderate,firsthalf,10,ScalarRep-CumReward,8,97.04984741,2.950152594,198.1796613,100,1.7,17,98.3,100,100,0,0,100,100,0,90,0,0,100,7,0,0,2.950152594,0,97.04984741,0,100,0,NaN,NaN,4.643030566,NaN,100,91.45473042,8.545269583,1.7,0,100,100,0,0,100,100,0,90,0,95.4,100,95.4,100,0,0,0,0,NaN,100,100,0,NaN,NaN
moderate,firsthalf,10,ScalarRep-CumReward,9,97.23643808,2.763561924,195.0969891,99.9,2.3,23,97.7,100,100,0,0,100,100,0,90,0,0,100,7,0,0,2.766393443,100,97.23360656,0,99.89473684,0,NaN,9.315855864,4.42642982,NaN,100,91.60696008,8.393039918,2.3,0,100,100,0,0,100,100,0,90,0,94,99.8,96,100,-2,-0.2,1,0,0,100,100,0,NaN,3.466666667
moderate,firsthalf,10,ScalarRep-CumReward,10,96.49484536,3.505154639,198.4915901,99.5,3,30,97,100,100,0,0,100,100,0,90,0,0,100,7,0,60,3.212435233,40,96.78756477,8.823529412,99.78632479,15.38461538,NaN,10.49492221,4.914969501,NaN,99,91.03092784,8.969072165,3,8.823529412,91.17647059,100,0,0,100,100,0,90,0,92.8,99.6,94.4,99.4,-1.6,0.2,2,3,1.5,99,100,1,NaN,29.13333333
moderate,firsthalf,10,ScalarRep-EMA,1,96.13034623,3.869653768,195.5796438,98.9,1.8,18,98.2,100,100,0,0,100,100,0,90,0,0,100,7,0,36.36363636,3.501544799,63.63636364,96.4984552,10.52631579,99.25847458,16.32653061,NaN,-0.060048691,-0.083514721,NaN,97,0.305498982,99.69450102,1.8,10.52631579,89.47368421,100,0,0,100,100,0,90,0,94,98.6,94.8,99.2,-0.8,-0.6,7,4,0.571428571,97,100,3,NaN,14.99047619
moderate,firsthalf,10,ScalarRep-EMA,2,95.69672131,4.303278689,193.1361307,96.1,2.4,24,97.6,100,100,0,0,100,100,0,90,0,0,100,7,0,25.64102564,3.415154749,74.35897436,96.58484525,23.80952381,96.89507495,24.69135802,NaN,-0.040612845,0.101096043,NaN,97,0,100,2.4,23.80952381,76.19047619,100,0,0,100,100,0,90,0,94.6,94,92.2,98.2,2.4,-4.2,30,9,0.3,95,100,5,NaN,11.8
moderate,firsthalf,10,ScalarRep-EMA,3,95.79055441,4.209445585,200.826823,95.6,2.6,26,97.4,100,100,0,0,100,100,0,90,0,0,100,7,0,25,3.225806452,75,96.77419355,26.82926829,96.46302251,25.88235294,NaN,-0.044388296,0.148476007,NaN,95,0,100,2.6,26.82926829,73.17073171,100,0,0,100,100,0,90,0,93.4,93.4,93.2,97.8,0.2,-4.4,33,11,0.333333333,97,99,2,NaN,10.35555556
moderate,firsthalf,10,ScalarRep-EMA,4,96.86234818,3.137651822,200.3584845,97.3,1.2,12,98.8,100,100,0,0,100,100,0,90,0,0,100,7,0,14.81481481,2.809573361,85.18518519,97.19042664,12.90322581,97.59665622,13.79310345,NaN,-0.044987165,-0.018565925,NaN,98,0,100,1.2,12.90322581,87.09677419,100,0,0,100,100,0,90,0,96.2,95.4,95.2,99.2,1,-3.8,23,4,0.173913043,97,100,3,NaN,8.365217391
