Assignment,AttackType,MaliciousPct,Model,Seed,SuccessRate,FailureRate,Latency,MAR,ServiceDenialRate,ServiceDenialCount,Availability,PoolAvailability,HonestAvailability,TPR_gov,FPR_gov,FNR_gov,TNR_gov,Precision_gov,NPV_gov,F1_gov,TPR_exp,MalExposureRate,NumMalExposed,NumMalBlacklistedExposed,TPR_sel,FPR_sel,FNR_sel,TNR_sel,Precision_sel,NPV_sel,F1_sel,PMTI,RepSep,RepSep_provider,SER_mal,EarlyMAR_100,PctGoodSel,PctWarningSel,PctServiceDenial,FailMalicious_Pct,FailHonest_Pct,UndetectedMaliciousRate,TPR,FPR,FNR,TNR,Precision,NPV,F1,FirstHalf_SR,FirstHalf_MAR,SecondHalf_SR,SecondHalf_MAR,SR_Drop,MAR_Drop,MalSelected_Phase1,MalSelected_Phase2,MalSelectRatio,InitialMAR_Phase2,FinalMAR_Phase2,MARImprovement,RunsToDetect,StalenessScore
xu_aligned,always,10,3VSL-Binary,9,96.33774161,3.662258393,198.1873623,99.9,1.7,17,98.3,100,100,0,0,100,100,0,90,0,0,100,7,0,100,3.564154786,0,96.43584521,2.777777778,100,5.405405405,NaN,0.302400386,0.205812375,NaN,100,98.0671414,1.932858596,1.7,2.777777778,97.22222222,100,0,0,100,100,0,90,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,3VSL-Binary,10,96.11848825,3.881511747,192.2731394,100,2.1,21,97.9,100,100,0,0,100,100,0,90,0,0,100,7,0,0,3.881511747,0,96.11848825,0,100,0,NaN,NaN,0.195171958,NaN,100,97.95709908,2.042900919,2.1,0,100,100,0,0,100,100,0,90,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,Beta (BRS),1,96.85279188,3.147208122,199.1056212,100,1.5,15,98.5,100,100,0,0,100,100,0,90,0,0,100,7,0,0,3.147208122,0,96.85279188,0,100,0,NaN,NaN,0.195147684,NaN,100,96.54822335,3.45177665,1.5,0,100,100,0,0,100,100,0,90,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,Beta (BRS),2,96.08650875,3.913491246,195.3071176,99.8,2.9,29,97.1,100,100,0,0,100,100,0,90,0,0,100,7,0,100,3.715170279,0,96.28482972,5.263157895,100,10,NaN,0.572945653,0.244926173,NaN,99,96.08650875,3.913491246,2.9,5.263157895,94.73684211,100,0,0,100,100,0,90,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,Beta (BRS),3,96.94501018,3.054989817,201.7878718,100,1.8,18,98.2,100,100,0,0,100,100,0,90,0,0,100,7,0,0,3.054989817,0,96.94501018,0,100,0,NaN,NaN,0.196372002,NaN,100,96.33401222,3.66598778,1.8,0,100,100,0,0,100,100,0,90,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,Beta (BRS),4,96.95431472,3.045685279,194.2599478,100,1.5,15,98.5,100,100,0,0,100,100,0,90,0,0,100,7,0,0,3.045685279,0,96.95431472,0,100,0,NaN,NaN,0.198789331,NaN,100,96.64974619,3.350253807,1.5,0,100,100,0,0,100,100,0,90,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,Beta (BRS),5,97.35234216,2.647657841,196.9806043,99.9,1.8,18,98.2,100,100,0,0,100,100,0,90,0,0,100,7,0,100,2.54841998,0,97.45158002,3.846153846,100,7.407407407,NaN,0.579816522,0.22841038,NaN,100,96.33401222,3.66598778,1.8,3.846153846,96.15384615,100,0,0,100,100,0,90,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,Beta (BRS),6,96.80412371,3.195876289,193.136389,99.6,3,30,97,100,100,0,0,100,100,0,90,0,0,100,7,0,100,2.795031056,0,97.20496894,12.90322581,100,22.85714286,NaN,0.604280761,0.276856815,NaN,100,96.28865979,3.711340206,3,12.90322581,87.09677419,100,0,0,100,100,0,90,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,Beta (BRS),7,96.42857143,3.571428571,197.5648083,100,2,20,98,100,100,0,0,100,100,0,90,0,0,100,7,0,0,3.571428571,0,96.42857143,0,100,0,NaN,NaN,0.201504998,NaN,100,96.53061224,3.469387755,2,0,100,100,0,0,100,100,0,90,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,Beta (BRS),8,96.53061224,3.469387755,200.4132803,99.4,2,20,98,100,100,0,0,100,100,0,90,0,0,100,7,0,100,2.874743326,0,97.12525667,17.64705882,100,30,NaN,0.625182122,0.299005209,NaN,99,95.81632653,4.183673469,2,17.64705882,82.35294118,100,0,0,100,100,0,90,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,Beta (BRS),9,96.23601221,3.763987792,198.2906293,99.8,1.7,17,98.3,100,100,0,0,100,100,0,90,0,0,100,7,0,100,3.567787971,0,96.43221203,5.405405405,100,10.25641026,NaN,0.571387568,0.237274443,NaN,99,95.93082401,4.069175992,1.7,5.405405405,94.59459459,100,0,0,100,100,0,90,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,Beta (BRS),10,96.11848825,3.881511747,192.2731394,100,2.1,21,97.9,100,100,0,0,100,100,0,90,0,0,100,7,0,0,3.881511747,0,96.11848825,0,100,0,NaN,NaN,0.196919749,NaN,100,96.11848825,3.881511747,2.1,0,100,100,0,0,100,100,0,90,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST,1,96.85279188,3.147208122,199.1056212,100,1.5,15,98.5,100,100,0,0,100,100,0,90,0,0,100,7,0,0,3.147208122,0,96.85279188,0,100,0,NaN,NaN,0.242553586,NaN,100,99.89847716,0.101522843,1.5,0,100,100,0,0,100,100,0,90,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST,2,96.29248198,3.707518023,194.9280117,100,2.9,29,97.1,100,100,0,0,100,100,0,90,0,0,100,7,0,0,3.707518023,0,96.29248198,0,100,0,NaN,NaN,0.243604279,NaN,100,99.89701339,0.102986612,2.9,0,100,100,0,0,100,100,0,90,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST,3,96.94501018,3.054989817,201.7878718,100,1.8,18,98.2,100,100,0,0,100,100,0,90,0,0,100,7,0,0,3.054989817,0,96.94501018,0,100,0,NaN,NaN,0.242977532,NaN,100,99.79633401,0.203665988,1.8,0,100,100,0,0,100,100,0,90,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST,4,96.95431472,3.045685279,194.2599478,100,1.5,15,98.5,100,100,0,0,100,100,0,90,0,0,100,7,0,0,3.045685279,0,96.95431472,0,100,0,NaN,NaN,0.245993631,NaN,100,99.89847716,0.101522843,1.5,0,100,100,0,0,100,100,0,90,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST,5,97.35234216,2.647657841,196.9806043,99.9,1.8,18,98.2,98.57142857,100,14.28571429,0,85.71428571,100,100,91.30434783,25,14.28571429,100,7,1,100,2.54841998,0,97.45158002,3.846153846,100,7.407407407,1,0.344014195,0.258049453,NaN,100,99.69450102,0.305498982,1.8,3.846153846,96.15384615,85.71428571,14.28571429,0,85.71428571,100,100,91.30434783,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST,6,96.90402477,3.095975232,192.8297665,99.7,3.1,31,96.9,95.71428571,100,42.85714286,0,57.14285714,100,100,94.02985075,60,42.85714286,100,7,3,100,2.795031056,0,97.20496894,10,100,18.18181818,1,0.344114346,0.269051507,NaN,100,99.69040248,0.309597523,3.1,10,90,57.14285714,42.85714286,0,57.14285714,100,100,94.02985075,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST,7,96.42857143,3.571428571,197.5648083,100,2,20,98,100,100,0,0,100,100,0,90,0,0,100,7,0,0,3.571428571,0,96.42857143,0,100,0,NaN,NaN,0.24686995,NaN,100,99.89795918,0.102040816,2,0,100,100,0,0,100,100,0,90,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST,8,96.83350358,3.166496425,199.8713158,99.7,2.1,21,97.9,95.71428571,100,42.85714286,0,57.14285714,100,100,94.02985075,60,42.85714286,100,7,3,100,2.868852459,0,97.13114754,9.677419355,100,17.64705882,1,0.342852098,0.271932658,NaN,100,99.59141982,0.408580184,2.1,9.677419355,90.32258065,57.14285714,42.85714286,0,57.14285714,100,100,94.02985075,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST,9,96.33774161,3.662258393,198.1873623,99.9,1.7,17,98.3,98.57142857,100,14.28571429,0,85.71428571,100,100,91.30434783,25,14.28571429,100,7,1,100,3.564154786,0,96.43584521,2.777777778,100,5.405405405,1,0.339364362,0.245229073,NaN,100,99.7965412,0.2034588,1.7,2.777777778,97.22222222,85.71428571,14.28571429,0,85.71428571,100,100,91.30434783,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST,10,96.11848825,3.881511747,192.2731394,100,2.1,21,97.9,100,100,0,0,100,100,0,90,0,0,100,7,0,0,3.881511747,0,96.11848825,0,100,0,NaN,NaN,0.240876645,NaN,100,100,0,2.1,0,100,100,0,0,100,100,0,90,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST-NoDH,1,96.85279188,3.147208122,199.1056212,100,1.5,15,98.5,100,100,0,0,100,100,0,90,0,0,100,7,0,0,3.147208122,0,96.85279188,0,100,0,NaN,NaN,0.241280313,NaN,100,99.89847716,0.101522843,1.5,0,100,100,0,0,100,100,0,90,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST-NoDH,2,96.29248198,3.707518023,194.9280117,100,2.9,29,97.1,100,100,0,0,100,100,0,90,0,0,100,7,0,0,3.707518023,0,96.29248198,0,100,0,NaN,NaN,0.2390896,NaN,100,99.89701339,0.102986612,2.9,0,100,100,0,0,100,100,0,90,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST-NoDH,3,96.94501018,3.054989817,201.7878718,100,1.8,18,98.2,100,100,0,0,100,100,0,90,0,0,100,7,0,0,3.054989817,0,96.94501018,0,100,0,NaN,NaN,0.241047749,NaN,100,99.79633401,0.203665988,1.8,0,100,100,0,0,100,100,0,90,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST-NoDH,4,96.95431472,3.045685279,194.2599478,100,1.5,15,98.5,100,100,0,0,100,100,0,90,0,0,100,7,0,0,3.045685279,0,96.95431472,0,100,0,NaN,NaN,0.243516717,NaN,100,99.89847716,0.101522843,1.5,0,100,100,0,0,100,100,0,90,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST-NoDH,5,97.35234216,2.647657841,196.9806043,99.9,1.8,18,98.2,98.57142857,100,14.28571429,0,85.71428571,100,100,91.30434783,25,14.28571429,100,7,1,100,2.54841998,0,97.45158002,3.846153846,100,7.407407407,1,0.3424785,0.259237486,NaN,100,99.69450102,0.305498982,1.8,3.846153846,96.15384615,85.71428571,14.28571429,0,85.71428571,100,100,91.30434783,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST-NoDH,6,96.90402477,3.095975232,192.8297665,99.7,3.1,31,96.9,95.71428571,100,42.85714286,0,57.14285714,100,100,94.02985075,60,42.85714286,100,7,3,100,2.795031056,0,97.20496894,10,100,18.18181818,1,0.342160697,0.266951977,NaN,100,99.69040248,0.309597523,3.1,10,90,57.14285714,42.85714286,0,57.14285714,100,100,94.02985075,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST-NoDH,7,96.42857143,3.571428571,197.5648083,100,2,20,98,100,100,0,0,100,100,0,90,0,0,100,7,0,0,3.571428571,0,96.42857143,0,100,0,NaN,NaN,0.241803672,NaN,100,99.89795918,0.102040816,2,0,100,100,0,0,100,100,0,90,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST-NoDH,8,96.83350358,3.166496425,199.8713158,99.7,2.1,21,97.9,95.71428571,100,42.85714286,0,57.14285714,100,100,94.02985075,60,42.85714286,100,7,3,100,2.868852459,0,97.13114754,9.677419355,100,17.64705882,1,0.339547213,0.270535309,NaN,100,99.59141982,0.408580184,2.1,9.677419355,90.32258065,57.14285714,42.85714286,0,57.14285714,100,100,94.02985075,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST-NoDH,9,96.33774161,3.662258393,198.1873623,99.9,1.7,17,98.3,98.57142857,100,14.28571429,0,85.71428571,100,100,91.30434783,25,14.28571429,100,7,1,100,3.564154786,0,96.43584521,2.777777778,100,5.405405405,1,0.33584954,0.243833598,NaN,100,99.7965412,0.2034588,1.7,2.777777778,97.22222222,85.71428571,14.28571429,0,85.71428571,100,100,91.30434783,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST-NoDH,10,96.11848825,3.881511747,192.2731394,100,2.1,21,97.9,100,100,0,0,100,100,0,90,0,0,100,7,0,0,3.881511747,0,96.11848825,0,100,0,NaN,NaN,0.236861648,NaN,100,100,0,2.1,0,100,100,0,0,100,100,0,90,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST-NoRec,1,96.85279188,3.147208122,199.1056212,100,1.5,15,98.5,100,100,0,0,100,100,0,90,0,0,100,7,0,0,3.147208122,0,96.85279188,0,100,0,NaN,NaN,0.223513766,NaN,100,98.98477157,1.015228426,1.5,0,100,100,0,0,100,100,0,90,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST-NoRec,2,96.29248198,3.707518023,194.9280117,100,2.9,29,97.1,100,100,0,0,100,100,0,90,0,0,100,7,0,0,3.707518023,0,96.29248198,0,100,0,NaN,NaN,0.22298896,NaN,100,98.2492276,1.7507724,2.9,0,100,100,0,0,100,100,0,90,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST-NoRec,3,96.94501018,3.054989817,201.7878718,100,1.8,18,98.2,100,100,0,0,100,100,0,90,0,0,100,7,0,0,3.054989817,0,96.94501018,0,100,0,NaN,NaN,0.220498065,NaN,100,98.87983707,1.120162933,1.8,0,100,100,0,0,100,100,0,90,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST-NoRec,4,96.95431472,3.045685279,194.2599478,100,1.5,15,98.5,100,100,0,0,100,100,0,90,0,0,100,7,0,0,3.045685279,0,96.95431472,0,100,0,NaN,NaN,0.220857097,NaN,100,98.98477157,1.015228426,1.5,0,100,100,0,0,100,100,0,90,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST-NoRec,5,97.35234216,2.647657841,196.9806043,99.9,1.8,18,98.2,98.57142857,100,14.28571429,0,85.71428571,100,100,91.30434783,25,14.28571429,100,7,1,100,2.54841998,0,97.45158002,3.846153846,100,7.407407407,1,0.32771127,0.235780996,NaN,100,98.57433809,1.425661914,1.8,3.846153846,96.15384615,85.71428571,14.28571429,0,85.71428571,100,100,91.30434783,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST-NoRec,6,96.90402477,3.095975232,192.8297665,99.7,3.1,31,96.9,95.71428571,100,42.85714286,0,57.14285714,100,100,94.02985075,60,42.85714286,100,7,3,100,2.795031056,0,97.20496894,10,100,18.18181818,1,0.326327177,0.237332355,NaN,100,98.45201238,1.547987616,3.1,10,90,57.14285714,42.85714286,0,57.14285714,100,100,94.02985075,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST-NoRec,7,96.42857143,3.571428571,197.5648083,100,2,20,98,100,100,0,0,100,100,0,90,0,0,100,7,0,0,3.571428571,0,96.42857143,0,100,0,NaN,NaN,0.21919421,NaN,100,98.57142857,1.428571429,2,0,100,100,0,0,100,100,0,90,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST-NoRec,8,96.83350358,3.166496425,199.8713158,99.7,2.1,21,97.9,95.71428571,100,42.85714286,0,57.14285714,100,100,94.02985075,60,42.85714286,100,7,3,100,2.868852459,0,97.13114754,9.677419355,100,17.64705882,1,0.328269785,0.254008514,NaN,100,98.6721144,1.327885598,2.1,9.677419355,90.32258065,57.14285714,42.85714286,0,57.14285714,100,100,94.02985075,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST-NoRec,9,96.23601221,3.763987792,198.3106557,99.8,1.7,17,98.3,97.14285714,100,28.57142857,0,71.42857143,100,100,92.64705882,44.44444444,28.57142857,100,7,2,100,3.567787971,0,96.43221203,5.405405405,100,10.25641026,1,0.321772558,0.235897238,NaN,100,97.8636826,2.136317396,1.7,5.405405405,94.59459459,71.42857143,28.57142857,0,71.42857143,100,100,92.64705882,44.44444444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST-NoRec,10,96.11848825,3.881511747,192.2731394,100,2.1,21,97.9,100,100,0,0,100,100,0,90,0,0,100,7,0,0,3.881511747,0,96.11848825,0,100,0,NaN,NaN,0.209901738,NaN,100,97.95709908,2.042900919,2.1,0,100,100,0,0,100,100,0,90,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST-NoTier,1,96.44670051,3.553299492,199.9450166,99.6,1.5,15,98.5,94.28571429,100,57.14285714,0,42.85714286,100,100,95.45454545,72.72727273,57.14285714,100,7,4,100,3.160040775,0,96.83995923,11.42857143,100,20.51282051,1,0.343195633,0.276532883,NaN,99,99.49238579,0.507614213,1.5,11.42857143,88.57142857,42.85714286,57.14285714,0,42.85714286,100,100,95.45454545,72.72727273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST-NoTier,2,95.98352214,4.016477858,195.5892636,99.7,2.9,29,97.1,95.71428571,100,42.85714286,0,57.14285714,100,100,94.02985075,60,42.85714286,100,7,3,100,3.719008264,0,96.28099174,7.692307692,100,14.28571429,1,0.339777918,0.269436962,NaN,100,99.58805355,0.411946447,2.9,7.692307692,92.30769231,57.14285714,42.85714286,0,57.14285714,100,100,94.02985075,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST-NoTier,3,96.84317719,3.156822811,201.8458028,99.9,1.8,18,98.2,98.57142857,100,14.28571429,0,85.71428571,100,100,91.30434783,25,14.28571429,100,7,1,100,3.058103976,0,96.94189602,3.225806452,100,6.25,1,0.339597929,0.255463904,NaN,99,99.49083503,0.509164969,1.8,3.225806452,96.77419355,85.71428571,14.28571429,0,85.71428571,100,100,91.30434783,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST-NoTier,4,96.64974619,3.350253807,194.9003333,99.7,1.5,15,98.5,95.71428571,100,42.85714286,0,57.14285714,100,100,94.02985075,60,42.85714286,100,7,3,100,3.054989817,0,96.94501018,9.090909091,100,16.66666667,1,0.344356698,0.274790025,NaN,100,99.49238579,0.507614213,1.5,9.090909091,90.90909091,57.14285714,42.85714286,0,57.14285714,100,100,94.02985075,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST-NoTier,5,97.35234216,2.647657841,196.9806043,99.9,1.8,18,98.2,98.57142857,100,14.28571429,0,85.71428571,100,100,91.30434783,25,14.28571429,100,7,1,100,2.54841998,0,97.45158002,3.846153846,100,7.407407407,1,0.344215342,0.25964286,NaN,100,99.69450102,0.305498982,1.8,3.846153846,96.15384615,85.71428571,14.28571429,0,85.71428571,100,100,91.30434783,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST-NoTier,6,96.90402477,3.095975232,192.8297665,99.7,3.1,31,96.9,95.71428571,100,42.85714286,0,57.14285714,100,100,94.02985075,60,42.85714286,100,7,3,100,2.795031056,0,97.20496894,10,100,18.18181818,1,0.344129172,0.269040175,NaN,100,99.69040248,0.309597523,3.1,10,90,57.14285714,42.85714286,0,57.14285714,100,100,94.02985075,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST-NoTier,7,96.2244898,3.775510204,197.9132944,99.8,2,20,98,97.14285714,100,28.57142857,0,71.42857143,100,100,92.64705882,44.44444444,28.57142857,100,7,2,100,3.578732106,0,96.42126789,5.405405405,100,10.25641026,1,0.33614552,0.263905844,NaN,100,99.69387755,0.306122449,2,5.405405405,94.59459459,71.42857143,28.57142857,0,71.42857143,100,100,92.64705882,44.44444444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST-NoTier,8,96.83026585,3.169734151,200.1128603,99.6,2.2,22,97.8,94.28571429,100,57.14285714,0,42.85714286,100,100,95.45454545,72.72727273,57.14285714,100,7,4,100,2.772073922,0,97.22792608,12.90322581,100,22.85714286,1,0.343608206,0.284270676,NaN,99,99.48875256,0.511247444,2.2,12.90322581,87.09677419,42.85714286,57.14285714,0,42.85714286,100,100,95.45454545,72.72727273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST-NoTier,9,96.02851324,3.971486762,198.813602,99.6,1.8,18,98.2,94.28571429,100,57.14285714,0,42.85714286,100,100,95.45454545,72.72727273,57.14285714,100,7,4,100,3.578732106,0,96.42126789,10.25641026,100,18.60465116,1,0.33903727,0.271096985,NaN,99,99.49083503,0.509164969,1.8,10.25641026,89.74358974,42.85714286,57.14285714,0,42.85714286,100,100,95.45454545,72.72727273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST-NoTier,10,95.91419816,4.085801839,192.647682,99.8,2.1,21,97.9,97.14285714,100,28.57142857,0,71.42857143,100,100,92.64705882,44.44444444,28.57142857,100,7,2,100,3.889457523,0,96.11054248,5,100,9.523809524,1,0.336072117,0.257630664,NaN,100,99.79570991,0.204290092,2.1,5,95,71.42857143,28.57142857,0,71.42857143,100,100,92.64705882,44.44444444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST-Uniform,1,96.13821138,3.861788618,200.2927996,99.3,1.6,16,98.4,94.28571429,96.82539683,28.57142857,3.174603175,71.42857143,96.82539683,50,92.42424242,36.36363636,28.57142857,100,7,2,100,3.172978506,0,96.82702149,18.42105263,100,31.11111111,2,0.08570217,0.038308736,NaN,99,37.09349593,62.90650407,1.6,18.42105263,81.57894737,71.42857143,28.57142857,3.174603175,71.42857143,96.82539683,50,92.42424242,36.36363636,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST-Uniform,2,95.67010309,4.329896907,196.3244275,99.2,3,30,97,90,95.23809524,57.14285714,4.761904762,42.85714286,95.23809524,57.14285714,95.23809524,57.14285714,57.14285714,100,7,4,100,3.534303534,0,96.46569647,19.04761905,100,32,2,0.090824668,0.058060141,NaN,99,36.80412371,63.19587629,3,19.04761905,80.95238095,42.85714286,57.14285714,4.761904762,42.85714286,95.23809524,57.14285714,95.23809524,57.14285714,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST-Uniform,3,96.53414883,3.465851172,202.5901647,99.6,1.9,19,98.1,97.14285714,98.41269841,14.28571429,1.587301587,85.71428571,98.41269841,50,91.17647059,22.22222222,14.28571429,100,7,1,100,3.07062436,0,96.92937564,11.76470588,100,21.05263158,2,0.079510752,0.034152255,NaN,98,37.1049949,62.8950051,1.9,11.76470588,88.23529412,85.71428571,14.28571429,1.587301587,85.71428571,98.41269841,50,91.17647059,22.22222222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xu_aligned,always,10,RUST-Uniform,4,96.44670051,3.553299492,195.1642231,99.5,1.5,15,98.5,95.71428571,98.41269841,28.57142857,1.587301587,71.42857143,98.41269841,66.66666667,92.53731343,40,28.57142857,100,7,2,100,3.06122449,0,96.93877551,14.28571429,100,25,2,0.089032293,0.040143215,NaN,100,37.46192893,62.53807107,1.5,14.28571429,85.71428571,71.42857143,28.57142857,1.587301587,71.42857143,98.41269841,66.66666667,92.53731343,40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
